APP_Libelle_activite_etablissement,Synthese_eval_sanit,ods_type_activite,latitude,longitude,semaine,jour
Restaurant,Satisfaisant,Autres,47.800354,-2.432137,2,2
Restauration collective,Satisfaisant,Autres,48.122187,-1.228181,43,4
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.132216,-1.710178,19,4
Restauration collective,Très satisfaisant,Autres,48.529076,-2.004956,2,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.296012,-1.945256,18,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,47.965132,-4.218646,43,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,48.601359,-1.770729,38,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.842119,-3.08855,13,5
Restauration collective,Satisfaisant,Autres,48.050157,-2.156599,27,3
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.606364,-3.668251,47,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.296012,-1.945256,18,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.132214,-1.710178,19,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.132214,-1.710178,19,4
Autres,Très satisfaisant,Autres,48.464022,-4.263852,43,2
Restauration collective,Satisfaisant,Autres,48.365921,-2.397906,18,5
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,47.879192,-2.782047,35,1
Boucherie-Charcuterie,Satisfaisant,Autres,48.552345,-1.744747,26,3
"VH, VSM, préparation viandes boucherie",Satisfaisant,Viandes et produits carnés,48.606364,-3.668251,17,1
Restauration collective,Satisfaisant,Autres,48.112706,-1.665068,2,2
Autres,Très satisfaisant,Transport et entreposage de denrées alimentaires,47.991151,-4.063642,7,2
Restauration collective,Satisfaisant,Autres,48.633396,-2.066324,20,5
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,48.561873,-3.499262,24,3
Restaurant,Satisfaisant,Autres,48.432572,-4.619593,10,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,48.561873,-3.499262,46,1
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,48.038343,-2.415926,45,2
Restaurant,Satisfaisant,Autres,47.78537,-3.326893,34,3
Libre service,Très satisfaisant,Autres,48.417422,-1.747371,4,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.606364,-3.668251,47,4
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,48.606364,-3.668251,47,4
Découpe de viandes de volailles/lagomorphe,Satisfaisant,Viandes et produits carnés,48.485716,-1.96436,12,3
Restauration collective,Satisfaisant,Autres,47.656806,-2.448547,22,1
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,47.913148,-3.354615,46,1
"VH, VSM, préparation viandes boucherie",Satisfaisant,Viandes et produits carnés,48.606364,-3.668251,47,4
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,47.879192,-2.782047,41,2
Restaurant,Satisfaisant,Autres,47.659801,-2.785366,15,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,48.669522,-1.867464,13,4
Boucherie-Charcuterie,Satisfaisant,Autres,47.526785,-2.76952,44,5
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,48.561873,-3.499262,24,3
Libre service,Très satisfaisant,Autres,47.650712,-2.72417,26,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,47.52579,-2.634579,42,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,47.99115,-4.063641,7,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,47.99115,-4.063641,7,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,47.584387,-3.102961,13,1
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.501323,-1.733079,29,4
Restauration collective,Satisfaisant,Autres,47.758886,-2.372814,8,3
Producteur fermier,Très satisfaisant,Autres,48.501323,-1.733079,29,4
Restauration collective,Satisfaisant,Autres,48.115681,-1.531889,48,4
Libre service|Alimentation générale,Très satisfaisant,Autres,47.583109,-2.692392,7,3
Restaurant,Satisfaisant,Autres,47.658653,-2.762278,19,4
Restaurant,Satisfaisant,Autres,47.500638,-2.378822,6,3
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.489856,-2.039201,5,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.794332,-3.230111,42,4
Libre service,Très satisfaisant,Autres,48.415883,-1.750215,4,2
Restaurant,Satisfaisant,Autres,47.913403,-2.808403,7,2
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Satisfaisant,Abattoirs,48.232502,-3.320974,11,2
Restauration collective,Satisfaisant,Autres,48.120162,-1.708122,14,3
Restaurant,Très satisfaisant,Autres,47.95308,-2.552321,26,1
Restauration collective,Très satisfaisant,Autres,48.578917,-3.184858,17,5
Restauration collective,Très satisfaisant,Autres,48.524048,-1.771275,34,3
Autres,Satisfaisant,Produits de la mer et d'eau douce,48.601359,-1.770729,39,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,47.885832,-2.005771,7,2
Restauration collective,Très satisfaisant,Autres,48.461112,-2.063932,10,3
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,48.368364,-1.85248,48,2
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,48.489856,-2.039201,5,2
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,47.660614,-3.009362,40,3
Autres,Satisfaisant,Produits de la mer et d'eau douce,48.636196,-2.469577,20,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,48.120301,-1.228556,40,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,48.120301,-1.228556,40,4
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.391099,-1.578132,22,2
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,48.122157,-1.223766,2,5
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,47.519547,-2.661361,46,2
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.122157,-1.223766,20,1
Restauration collective,Très satisfaisant,Autres,48.653245,-4.17232,4,4
Autres,Satisfaisant,Autres,48.50331,-4.427207,17,4
Mareyage et préparation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,47.730298,-3.366461,23,5
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,47.922275,-1.65211,21,2
Restauration collective,Satisfaisant,Autres,47.796857,-4.271406,25,4
"VH, VSM, préparation viandes boucherie",Satisfaisant,Viandes et produits carnés,47.95663,-1.492143,21,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,48.584422,-3.135467,44,3
Boucherie-Charcuterie,Satisfaisant,Autres,47.553622,-2.483925,37,5
Restauration collective,Satisfaisant,Autres,48.098488,-4.00122,40,4
Restauration collective,Satisfaisant,Autres,47.880344,-2.849721,20,1
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,48.122157,-1.223766,40,4
Restaurant,Satisfaisant,Autres,47.660688,-2.452879,20,3
Libre service,A améliorer,Autres,47.527809,-2.76023,34,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.55452,-2.769995,41,3
Restauration collective,Satisfaisant,Autres,48.143837,-1.769877,19,1
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.078626,-1.842958,36,2
Autres,Très satisfaisant,Viandes et produits carnés,48.286144,-3.546869,26,4
Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage,Très satisfaisant,Abattoirs,48.120301,-1.228556,40,4
Boucherie-Charcuterie,Satisfaisant,Autres,48.499094,-2.752282,7,1
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.120301,-1.228556,37,3
Transport de denrées alimentaires,Très satisfaisant,Transport et entreposage de denrées alimentaires,48.122157,-1.223766,12,2
Autres,Satisfaisant,Autres,48.224905,-1.706251,34,4
Producteur fermier,Satisfaisant,Autres,47.922275,-1.65211,21,2
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.492098,-2.514999,11,2
Restauration collective,Très satisfaisant,Autres,48.371336,-4.368192,20,4
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,47.920845,-4.057607,22,4
Restauration collective,Très satisfaisant,Autres,47.571894,-2.707728,14,3
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,48.19822,-2.333902,37,1
"VH, VSM, préparation viandes boucherie",Très satisfaisant,Viandes et produits carnés,48.286144,-3.546869,26,4
Autres,Très satisfaisant,Viandes et produits carnés,48.286144,-3.546869,26,4
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.040122,-2.952896,23,3
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,48.636196,-2.469577,23,4
Restauration collective,A améliorer,Autres,48.618547,-2.132232,48,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.46779,-2.510306,26,1
Restauration collective,Satisfaisant,Autres,47.662545,-2.444613,42,3
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,48.621689,-1.856805,40,1
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,47.920845,-4.057607,41,1
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,47.857486,-3.858754,8,3
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,47.950394,-3.881992,16,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.636196,-2.469577,23,4
Producteur fermier,Très satisfaisant,Autres,48.121615,-1.539811,24,4
Centre d'emballage des oeufs,Très satisfaisant,Œufs et ovoproduits,48.144364,-4.022514,4,3
Restauration collective,Très satisfaisant,Autres,48.842761,-3.136431,26,4
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,48.126718,-1.217424,39,4
Découpe de viande de boucherie,Très satisfaisant,Viandes et produits carnés,48.200706,-2.259828,49,5
Restauration collective,Satisfaisant,Autres,48.347831,-1.196984,26,2
Restauration collective,Satisfaisant,Autres,47.649863,-2.091252,19,2
Transformation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,48.632124,-1.978995,40,2
Restauration collective,Satisfaisant,Autres,47.936307,-2.397319,22,4
Restauration collective,Très satisfaisant,Autres,47.874343,-3.562132,3,2
Producteur fermier,Très satisfaisant,Autres,48.327555,-2.568091,20,4
Restauration collective,Très satisfaisant,Autres,48.4526,-4.265488,12,1
Restauration collective,Satisfaisant,Autres,47.795318,-2.316548,10,5
Restauration collective,Satisfaisant,Autres,48.512955,-2.766361,8,1
Centre d'emballage des oeufs,Satisfaisant,Œufs et ovoproduits,48.563593,-3.466114,25,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.553313,-1.877132,8,4
Transformation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,48.603193,-2.359256,31,2
Restaurant,A améliorer,Autres,47.763104,-3.377924,19,3
Restauration collective,Satisfaisant,Autres,47.882971,-4.156183,24,1
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.59071,-2.214877,40,3
Restauration collective,Satisfaisant,Autres,48.32057,-3.42269,14,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,47.784663,-3.63956,18,2
Restauration collective,Très satisfaisant,Autres,48.512955,-2.76636,8,1
Restauration collective,Satisfaisant,Autres,48.456923,-2.12373,18,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,48.096652,-1.411014,18,2
Restauration collective,Très satisfaisant,Autres,48.391366,-3.853038,2,4
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,47.666305,-2.568769,6,2
Restauration collective,Satisfaisant,Autres,48.200489,-2.988626,17,3
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,48.291412,-1.824975,9,2
Restauration collective,Satisfaisant,Autres,47.777646,-3.005726,10,2
Autres,Très satisfaisant,Lait et produits laitiers,47.810758,-2.386298,17,4
Restauration collective,Très satisfaisant,Autres,48.523889,-2.23356,5,3
Mareyage et préparation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,48.100434,-1.510396,10,2
Traiteur|Boucherie-Charcuterie,Satisfaisant,Autres,47.679476,-3.206991,51,2
Restauration collective,Satisfaisant,Autres,47.527809,-2.76023,46,4
Purification/Expédition de coquillages,Très satisfaisant,Produits de la mer et d'eau douce,48.807287,-3.039517,39,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,47.955399,-4.020581,10,2
Libre service|Alimentation générale,Satisfaisant,Autres,47.926236,-3.044388,46,3
Producteur fermier,Très satisfaisant,Autres,47.96769,-1.74364,42,4
Restauration collective,Satisfaisant,Autres,48.108165,-1.710829,11,1
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.065002,-3.206135,43,5
Restauration collective,Très satisfaisant,Autres,47.959915,-2.547224,8,2
Autres,Très satisfaisant,Transport et entreposage de denrées alimentaires,48.100434,-1.510396,10,2
Libre service|Alimentation générale,Satisfaisant,Autres,47.755794,-2.784623,4,4
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Satisfaisant,Abattoirs,48.606364,-3.668251,39,2
Purification/Expédition de coquillages,Satisfaisant,Produits de la mer et d'eau douce,47.59611,-2.891826,34,2
Libre service|Alimentation générale,Très satisfaisant,Autres,48.038497,-2.961969,27,1
Restauration collective,Satisfaisant,Autres,47.657794,-2.762782,24,5
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,47.955399,-4.020581,19,5
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,48.045561,-1.3753,9,2
Chaîne d'abattage de volaille/lagomorphe/petit gibier,Très satisfaisant,Abattoirs,47.955399,-4.020581,37,1
Transformation de produits carnés,Satisfaisant,Viandes et produits carnés,48.45507,-2.572476,26,3
Restaurant,A améliorer,Autres,47.909531,-2.134712,49,2
Restaurant,Satisfaisant,Autres,48.121883,-1.681467,25,1
Transformation de produits carnés,Très satisfaisant,Viandes et produits carnés,48.277445,-2.822089,17,2
Producteur fermier,Très satisfaisant,Autres,48.049476,-1.034642,22,3
Restaurant,Très satisfaisant,Autres,47.783209,-2.434143,22,2
Restaurant,Satisfaisant,Autres,48.127323,-1.649515,2,3
Découpe de viandes de volailles/lagomorphe,Très satisfaisant,Viandes et produits carnés,48.204361,-2.940821,48,4
Restauration collective,Très satisfaisant,Autres,48.423783,-4.627536,22,5
Poissonnerie,Très satisfaisant,Autres,48.019251,-4.023065,48,2
Transformation de produits de la pêche,Très satisfaisant,Produits de la mer et d'eau douce,48.614218,-2.836725,38,1
Transformation de produits de la pêche,Satisfaisant,Produits de la mer et d'eau douce,48.478097,-2.649815,46,1
Découpe de viande de boucherie,Satisfaisant,Viandes et produits carnés,47.955399,-4.020581,19,5
Transformation de lait ou produits laitiers,Satisfaisant,Lait et produits laitiers,47.848993,-3.226172,40,5
Boucherie-Charcuterie,Satisfaisant,Autres,48.516285,-2.735817,28,3
Restaurant,Très satisfaisant,Autres,48.75029,-3.459961,5,4
Restaurant,Très satisfaisant,Autres,48.110062,-1.216243,35,3
Transport de denrées alimentaires,Satisfaisant,Transport et entreposage de denrées alimentaires,47.916949,-2.828076,22,4
Restauration collective,Très satisfaisant,Autres,48.17923,-4.226373,43,4
Traiteur|Boucherie-Charcuterie,Satisfaisant,Autres,47.697041,-3.250602,38,3
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,47.797954,-3.250222,14,2
Transformation de lait ou produits laitiers,Très satisfaisant,Lait et produits laitiers,47.834822,-3.673724,36,5
Restauration collective,A améliorer,Autres,47.880344,-2.849721,18,1
Restauration collective,Satisfaisant,Autres,48.073727,-1.851462,20,2
